cz,czname,stateabbrv,state_id,w2_or_sc_nz_30_q1_f,w2_or_sc_nz_30_q1_m,w2_or_sc_nz_30_q2_f,w2_or_sc_nz_30_q2_m,w2_or_sc_nz_30_q3_f,w2_or_sc_nz_30_q3_m,w2_or_sc_nz_30_q4_f,w2_or_sc_nz_30_q4_m,w2_or_sc_nz_30_q5_f,w2_or_sc_nz_30_q5_m,w2_pos_30_q1_f,w2_pos_30_q1_m,w2_pos_30_q2_f,w2_pos_30_q2_m,w2_pos_30_q3_f,w2_pos_30_q3_m,w2_pos_30_q4_f,w2_pos_30_q4_m,w2_pos_30_q5_f,w2_pos_30_q5_m,w2_pos_30_var_q1_f,w2_pos_30_var_q1_m,w2_pos_30_var_q2_f,w2_pos_30_var_q2_m,w2_pos_30_var_q3_f,w2_pos_30_var_q3_m,w2_pos_30_var_q4_f,w2_pos_30_var_q4_m,w2_pos_30_var_q5_f,w2_pos_30_var_q5_m,w2_or_sc_nz_30_q1_f_sp,w2_or_sc_nz_30_q1_m_sp,w2_or_sc_nz_30_q2_f_sp,w2_or_sc_nz_30_q2_m_sp,w2_or_sc_nz_30_q3_f_sp,w2_or_sc_nz_30_q3_m_sp,w2_or_sc_nz_30_q4_f_sp,w2_or_sc_nz_30_q4_m_sp,w2_or_sc_nz_30_q5_f_sp,w2_or_sc_nz_30_q5_m_sp,w2_pos_30_q1_f_sp,w2_pos_30_q1_m_sp,w2_pos_30_q2_f_sp,w2_pos_30_q2_m_sp,w2_pos_30_q3_f_sp,w2_pos_30_q3_m_sp,w2_pos_30_q4_f_sp,w2_pos_30_q4_m_sp,w2_pos_30_q5_f_sp,w2_pos_30_q5_m_sp,w2_pos_30_var_q1_f_sp,w2_pos_30_var_q1_m_sp,w2_pos_30_var_q2_f_sp,w2_pos_30_var_q2_m_sp,w2_pos_30_var_q3_f_sp,w2_pos_30_var_q3_m_sp,w2_pos_30_var_q4_f_sp,w2_pos_30_var_q4_m_sp,w2_pos_30_var_q5_f_sp,w2_pos_30_var_q5_m_sp,w2_or_sc_nz_30_q1_f_tp,w2_or_sc_nz_30_q1_m_tp,w2_or_sc_nz_30_q2_f_tp,w2_or_sc_nz_30_q2_m_tp,w2_or_sc_nz_30_q3_f_tp,w2_or_sc_nz_30_q3_m_tp,w2_or_sc_nz_30_q4_f_tp,w2_or_sc_nz_30_q4_m_tp,w2_or_sc_nz_30_q5_f_tp,w2_or_sc_nz_30_q5_m_tp,w2_pos_30_q1_f_tp,w2_pos_30_q1_m_tp,w2_pos_30_q2_f_tp,w2_pos_30_q2_m_tp,w2_pos_30_q3_f_tp,w2_pos_30_q3_m_tp,w2_pos_30_q4_f_tp,w2_pos_30_q4_m_tp,w2_pos_30_q5_f_tp,w2_pos_30_q5_m_tp,w2_pos_30_var_q1_f_tp,w2_pos_30_var_q1_m_tp,w2_pos_30_var_q2_f_tp,w2_pos_30_var_q2_m_tp,w2_pos_30_var_q3_f_tp,w2_pos_30_var_q3_m_tp,w2_pos_30_var_q4_f_tp,w2_pos_30_var_q4_m_tp,w2_pos_30_var_q5_f_tp,w2_pos_30_var_q5_m_tp,pop2000,Bj_p25_czkir26_f_cc2,Bj_p25_czkir26_m_cc2,cs_race_bla,cs_race_theil_2000,cs00_seg_inc_pov25,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,taxrate,eitc_exposure,tax_st_diff_top20,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,cs_race_bla_st,cs00_seg_inc_pov25_st,cs_fam_wkidsinglemom_st,e_rank_b_kir26_f_p25,e_rank_b_kir26_m_p25
800,Gastonia,NC,North Carolina,0.732435034,0.671669794,0.75,0.754198473,0.77694859,0.836392658,0.848176421,0.876565295,0.919685039,0.917341977,0.674687199,0.624765478,0.703821656,0.716793893,0.726368159,0.790103751,0.806615776,0.843470483,0.867716535,0.881685575,0.000211246,0.000219919,0.000165969,0.000154962,0.000164807,0.000132354,0.000132304,0.000118093,0.000180763,0.00016907,0.739583333,0.659062104,0.773060029,0.735253772,0.795744681,0.823788546,0.781818182,0.733333333,,0.826086957,0.68359375,0.622306717,0.736456808,0.703703704,0.761702128,0.797356828,0.745454546,0.711111111,,0.826086957,0.000281632,0.000297897,0.00028417,0.000286015,0.000772391,0.000711801,0.003450038,0.004565158,,0.006246404,0.712177122,0.707581227,0.722513089,0.777969019,0.772399588,0.839181287,0.851423488,0.882572227,0.918530351,0.920875421,0.649446495,0.631768953,0.664921466,0.733218589,0.717816684,0.788499025,0.809608541,0.849021435,0.869009585,0.883838384,0.000840095,0.000839845,0.000388832,0.000336677,0.000208605,0.000162542,0.000137138,0.000119463,0.00018184,0.000172842,413331,-0.038227875,-0.70403528,0.13777819,0.13367462,0.034414358,0.28839767,33582.141,0.41506001,10.08,0.014910209,0,1,16.36963133,2.4118109,0.02952789,0.014516211,10243.961,-0.10223173,0.31108126,1.466388493,0.32236001,0.016945257,0.015331538,0.028618248,-0.659397716,0.60123724,0.004074216,0.21391876,0.094116688,0.59614784,0.17074059,-1.4842914,-0.13585873,37.045235,40.663143
900,Charlotte,NC,North Carolina,0.788312092,0.640294683,0.819874076,0.745592623,0.850297526,0.825693795,0.863215259,0.877431907,0.87739251,0.906782026,0.724588126,0.601217169,0.766493293,0.708977489,0.801440651,0.786092922,0.810626703,0.844357977,0.836061026,0.872453252,6.2033E-05,7.67954E-05,4.89957E-05,5.59611E-05,4.98383E-05,5.24324E-05,4.18286E-05,3.65252E-05,3.80202E-05,3.10574E-05,0.792105263,0.621642663,0.838003503,0.716262976,0.856200528,0.815043157,0.819230769,0.879844961,0.851851852,0.832116788,0.728571429,0.586998832,0.786777583,0.684688581,0.820580475,0.776818742,0.761538462,0.833333333,0.842592593,0.810218978,7.4344E-05,9.43679E-05,7.34495E-05,9.33781E-05,0.000194232,0.000213775,0.000698452,0.000538329,0.001228059,0.001122366,0.770197487,0.726943942,0.789627465,0.794909091,0.848459959,0.829298831,0.866568915,0.877245509,0.878181298,0.909750435,0.70556553,0.667269439,0.732651571,0.749818182,0.795482546,0.789232053,0.814369502,0.845209581,0.835859308,0.874927452,0.000372967,0.000401485,0.000143078,0.00013643,6.68132E-05,6.94261E-05,4.43319E-05,3.91708E-05,3.92332E-05,3.17555E-05,1423942,-0.06163485,-0.17831317,0.22733019,0.22331932,0.078421749,0.24078022,41423.258,0.51624,15.613,0.019653933,0,1,16.99359467,-2.2910624,0.022949686,0.01334324,4790.2783,-0.020733131,0.17113529,0.836801808,0.39015001,0.034231029,0.021167997,0.065254413,-0.483831369,0.49599421,0.003702398,0.21928854,0.087755315,0.56331909,1.062373,0.001933557,0.011528885,40.828136,40.058071
1001,Boone,NC,North Carolina,0.772413793,0.73964497,0.759358289,0.849162011,0.862068966,0.842105263,0.873684211,0.908163265,0.851851852,0.876712329,0.703448276,0.597633136,0.705882353,0.737430168,0.793103448,0.784210526,0.810526316,0.857142857,0.790123457,0.863013699,0.001438681,0.001422886,0.001110227,0.001081715,0.000943048,0.000890655,0.001616562,0.001249479,0.002047264,0.001619467,0.75,0.72972973,0.762711864,0.913043478,0.833333333,0.75,,,,,0.705882353,0.621621622,0.694915254,0.826086957,0.722222222,0.75,,,,,0.003053124,0.003178489,0.003593357,0.003123202,0.011145405,0.015625,,,,,0.792207792,0.747368421,0.7578125,0.827067669,0.865384615,0.848314607,0.888888889,0.902173913,0.848101266,0.885714286,0.701298701,0.578947368,0.7109375,0.706766917,0.801282051,0.786516854,0.822222222,0.847826087,0.784810127,0.871428571,0.002720504,0.002565972,0.001605511,0.001558251,0.0010207,0.000943304,0.001624143,0.001402359,0.002137762,0.001600583,77361,0.52068412,1.9472922,0.02185856,0.076402426,0.02760642,0.37488598,25952.73,0.48710999,14.275999,0.02230311,0,1,13.93600163,9.9777937,0.012677218,0.02585282,1673.6685,0.23550987,0.10984536,2.011360468,0.42635,0.014051008,0.016558731,0.017842997,0.012342776,0.48845026,0.001705118,0.16738082,0.089768954,0.52655929,-0.98342353,-1.7142103,-1.4132131,38.992203,42.836197
1002,Morganton,NC,North Carolina,0.700879765,0.701449275,0.767094017,0.743538767,0.803468208,0.839285714,0.860182371,0.913690476,0.896551724,0.882758621,0.609970675,0.631884058,0.709401709,0.691848907,0.749518304,0.785714286,0.814589666,0.901785714,0.862068966,0.813793103,0.000697673,0.000674222,0.000440493,0.000423845,0.000361735,0.000300656,0.000459068,0.000263596,0.000820042,0.001045061,0.680555556,0.706422018,0.774725275,0.703883495,0.757575758,0.815789474,0.909090909,0.909090909,,,0.601851852,0.637614679,0.725274725,0.684466019,0.681818182,0.789473684,0.909090909,0.909090909,,,0.001109381,0.001059918,0.001094787,0.001048409,0.003287002,0.002186908,0.007513148,0.007513148,,,0.736,0.692913386,0.762237762,0.771043771,0.810154525,0.842975207,0.858490566,0.913846154,0.895104895,0.884057971,0.624,0.622047244,0.699300699,0.696969697,0.759381899,0.785123967,0.811320755,0.901538462,0.86013986,0.811594203,0.001876992,0.001851216,0.000735242,0.000711121,0.000403358,0.000348563,0.000481382,0.000273129,0.000841254,0.001108037,164760,-1.0078533,-0.32896999,0.047359794,0.1165366,0.010698186,0.31496051,30725.512,0.35080001,7.7760005,0.014321216,0,1,15.70792305,5.5558596,0.017786935,0.018208303,887.85614,-0.15529552,0.35483652,3.331649808,0.36082,0.013103909,0.014985433,0.038391966,-0.231129775,0.56877273,0.002169118,0.17853874,0.096130021,0.60704374,-0.72951823,-2.285238,-1.1069552,37.830513,41.533531
1100,Hickory,NC,North Carolina,0.708843537,0.645255475,0.769902913,0.751196172,0.78957529,0.83006536,0.85177665,0.881904762,0.896607431,0.899833055,0.659863946,0.594160584,0.725242718,0.715789474,0.745173745,0.806722689,0.798984772,0.853333333,0.844911147,0.856427379,0.000305365,0.00035202,0.000193462,0.000194675,0.000183291,0.000145585,0.000163054,0.000119196,0.00021169,0.000205275,0.704174229,0.627722772,0.797348485,0.737967914,0.802919708,0.82122905,0.862745098,0.823529412,0.9375,0.904761905,0.667876588,0.578217822,0.744318182,0.711229947,0.751824818,0.804469274,0.843137255,0.823529412,0.8125,0.904761905,0.000402573,0.000482935,0.000360433,0.0003661,0.001361929,0.000878762,0.002593271,0.002849583,0.009521484,0.004103228,0.722826087,0.694444444,0.741035857,0.766528926,0.787541713,0.831838565,0.85117773,0.884884885,0.895522388,0.899653979,0.635869565,0.638888889,0.705179283,0.72107438,0.744160178,0.807174888,0.796573876,0.854854855,0.845771144,0.85467128,0.001258367,0.001281722,0.000414146,0.00041555,0.000211775,0.000174488,0.000173495,0.000124202,0.000216322,0.000214893,375363,-0.21432538,0.033477444,0.090866707,0.13408476,0.028770924,0.32150075,36023.973,0.43487999,11.834,0.014879096,0,1,16.67207889,3.202498,0.026096528,0.010656351,4109.3359,-0.16358271,0.36515042,3.948592259,0.37977001,0.022359689,0.018595333,0.042310156,-0.235408353,0.57753164,0.002215675,0.19019447,0.094703011,0.60080165,-0.29633778,-1.6748825,-0.78703332,38.089375,41.840179
1201,Franklin,NC,North Carolina,0.86,0.701030928,0.789473684,0.886178862,0.821782178,0.889830509,0.890243902,0.898305085,0.918367347,0.911111111,0.71,0.546391753,0.719298246,0.821138211,0.732673267,0.830508475,0.804878049,0.830508475,0.857142857,0.822222222,0.002059,0.002555132,0.001771125,0.001194067,0.001939239,0.001192917,0.001915236,0.002385833,0.002498959,0.003248285,0.9,0.770833333,0.75,0.833333333,,1,,,,,0.68,0.666666667,0.6,0.733333333,,0.8,,,,,0.004352,0.00462963,0.012,0.006518519,,0.016000001,,,,,0.82,0.632653061,0.79787234,0.903225807,0.821052632,0.87962963,0.8875,0.894736842,0.914893617,0.911111111,0.74,0.428571429,0.744680851,0.849462366,0.736842105,0.833333333,0.8,0.824561404,0.85106383,0.822222222,0.003848,0.004997918,0.002022673,0.001375011,0.002041114,0.001286008,0.002,0.002537893,0.002696898,0.003248285,44861,-3.8665314,-4.1235576,0.010499097,0.044337973,0.009372982,0.41578281,37260.508,0.51602,20.552,0.02385556,0,1,15.81411785,4.1097531,0.033940177,,,,0.15788384,1.099702226,0.57550001,0.012483003,0.009741201,0.030882319,-0.233704546,0.61331671,0.002010814,0.16604632,0.10332849,0.6243335,-1.0965251,-2.329993,-1.449842,38.587624,43.719048
1202,Sylva,NC,North Carolina,0.782894737,0.793939394,0.807909605,0.81773399,0.810810811,0.887573965,0.867647059,0.880597015,0.956521739,0.840909091,0.710526316,0.715151515,0.717514124,0.773399015,0.684684685,0.822485207,0.838235294,0.835820896,0.869565217,0.75,0.001353149,0.001234605,0.001145128,0.000863315,0.001944969,0.000863925,0.001994072,0.002048124,0.002465686,0.004261364,0.791666667,0.817204301,0.766233766,0.845238095,0.7,0.827586207,,,,,0.71875,0.752688172,0.753246753,0.797619048,0.7,0.724137931,,,,,0.002105713,0.002001599,0.002413845,0.001921701,0.021,0.006888351,,,,,0.767857143,0.763888889,0.84,0.798319328,0.821782178,0.9,0.880597015,0.885245902,0.955555556,0.840909091,0.696428571,0.666666667,0.69,0.756302521,0.683168317,0.842857143,0.850746269,0.836065574,0.866666667,0.75,0.003775283,0.00308642,0.002139,0.001548815,0.002143063,0.000946064,0.00189518,0.002246884,0.002567901,0.004261364,54082,0.1944309,0.59420544,0.014348581,0.32603067,0.019604832,0.41210684,28766.82,0.40400001,8.4210005,0.015411426,0,1,14.64337021,3.8492861,0.022156514,0.036980882,971.22748,0.11177484,0.10599493,6.567269437,0.53103,0.009725972,0.010373137,0.014753011,-1.000683919,0.40911949,0.00208942,0.21684067,0.099089697,0.58188277,-1.0581973,-1.9844413,-0.05565935,42.052715,46.851139
1203,Asheville,NC,North Carolina,0.738544474,0.674528302,0.773626374,0.793634497,0.815789474,0.824561404,0.853741497,0.878756477,0.895330113,0.883606557,0.676549865,0.609669811,0.713186813,0.734086242,0.768031189,0.773879142,0.80952381,0.833160622,0.834138486,0.849180328,0.000294919,0.000280628,0.000224782,0.000200414,0.000173645,0.000170556,0.000174824,0.000144046,0.000222788,0.000209956,0.732394366,0.634369287,0.795640327,0.765853659,0.796052632,0.777108434,0.853658537,0.859375,0.869565217,0.692307692,0.682092555,0.592321755,0.741144414,0.717073171,0.769736842,0.734939759,0.756097561,0.84375,0.695652174,0.653846154,0.000436302,0.000441456,0.00052275,0.000494827,0.001166066,0.001173514,0.004497903,0.002059937,0.009205228,0.008705053,0.751020408,0.747508306,0.758747698,0.813829787,0.819221968,0.83372093,0.853745541,0.880133185,0.89632107,0.892123288,0.665306122,0.641196013,0.694290976,0.746453901,0.767734554,0.781395349,0.812128419,0.832408435,0.839464883,0.857876712,0.000908873,0.000764331,0.000390886,0.000335568,0.000204025,0.000198624,0.000181422,0.000154833,0.000225357,0.000208774,398505,-0.34829053,-0.52082062,0.05033312,0.16819838,0.034007318,0.31397945,37445.125,0.46143001,13.046,0.017769355,0,1,16.17624343,9.0451908,0.02436009,0.022584409,5560.4658,0.001179303,0.17829385,1.827455614,0.47740999,0.017309695,0.012712513,0.038004905,0.055221908,0.57719225,0.003207018,0.20327097,0.099264406,0.59159213,-0.69991404,-1.4980381,-0.42811489,38.442871,43.116238
1204,Andrews,NC,North Carolina,0.708609272,0.786163522,0.806818182,0.777777778,0.847222222,0.82781457,0.850574713,0.873563218,0.942307692,0.95,0.602649007,0.710691824,0.732954546,0.679012346,0.756944444,0.748344371,0.781609195,0.75862069,0.75,0.95,0.001585849,0.001293138,0.001112115,0.001345399,0.001277636,0.001247186,0.001962026,0.002104774,0.003605769,0.0011875,0.702702703,0.776119403,0.8,0.764705882,0.75,,,,,,0.567567568,0.671641791,0.733333333,0.735294118,0.6875,,,,,,0.003316684,0.003291628,0.004345679,0.005724608,0.013427734,,,,,,0.714285714,0.793478261,0.809160305,0.78125,0.859375,0.853146853,0.845238095,0.869047619,0.942307692,0.948717949,0.636363636,0.739130435,0.732824428,0.6640625,0.765625,0.769230769,0.785714286,0.75,0.75,0.948717949,0.003005259,0.002095833,0.001494601,0.00174284,0.001401901,0.001241362,0.002004373,0.002232143,0.003605769,0.001247492,59681,1.0979128,-0.81308532,0.009349709,0.050597016,0.00742221,0.36084786,33712.031,0.84732997,55.821003,0.015341796,0,1,15.6847566,1.5512376,0.016589286,0.033511505,7563.4165,-0.11015207,0.15383071,2.85294304,0.48526999,0.011511201,0.00433974,0.014702197,-0.999300481,0.54910272,0.001625308,0.16566412,0.088563666,0.64760941,-1.107969,-2.3958747,-1.4603325,39.793434,43.961575
1301,Bennettsville,SC,South Carolina,0.755707763,0.706214689,0.796969697,0.754985755,0.791139241,0.823529412,0.835820896,0.860655738,0.901960784,0.846153846,0.723744292,0.677966102,0.778787879,0.729344729,0.753164557,0.789215686,0.78358209,0.827868853,0.901960784,0.826923077,0.000456481,0.000616746,0.000522052,0.000562396,0.001176631,0.000815462,0.001265531,0.001168049,0.001733873,0.002752333,0.745152355,0.713793103,0.808290155,0.719457014,0.820512821,0.857142857,,,,,0.725761773,0.686206897,0.777202073,0.701357466,0.794871795,0.828571429,,,,,0.000551334,0.000742507,0.000897197,0.000947761,0.004180785,0.004058309,,,,,0.805194805,0.671875,0.781021898,0.815384615,0.781512605,0.816568047,0.830769231,0.871794872,0.9,0.87755102,0.714285714,0.640625,0.781021898,0.776923077,0.739495798,0.781065089,0.776923077,0.837606838,0.9,0.857142857,0.002650411,0.00359726,0.00124837,0.001333182,0.001618838,0.001011849,0.001333182,0.001162578,0.0018,0.002498959,71586,-0.21977571,0.09864343,0.39956138,0.076508634,0.008339787,0.3400332,25531.406,0.45517001,12.783,0.020164892,0,0,14.9029033,-10.919571,0.018695936,0.013969212,1272,-0.11195402,0.35963434,2.828323548,0.23744,0.015310256,0.018006314,0.012357196,-2.440138932,0.48985836,0.003757718,0.31617901,0.091235831,0.5186066,2.7772081,-2.3648863,2.670939,37.956287,41.89444
1302,Florence,SC,South Carolina,0.800843334,0.684542587,0.826279528,0.766383192,0.838268793,0.837817638,0.837994214,0.881481482,0.885517241,0.876420455,0.752838145,0.654398878,0.786417323,0.734867434,0.798025816,0.801195815,0.792671167,0.852777778,0.846896552,0.835227273,6.03545E-05,7.92713E-05,8.266E-05,9.74674E-05,0.000122385,0.000119044,0.00015848,0.000116248,0.000178845,0.000195487,0.809333865,0.672152447,0.827239488,0.734618916,0.829268293,0.766550523,0.820895522,0.848484849,0.846153846,0.739130435,0.764260072,0.64660026,0.787934187,0.706152433,0.784552846,0.710801394,0.76119403,0.833333333,0.807692308,0.739130435,7.18654E-05,9.89642E-05,0.000152737,0.000190543,0.000687113,0.000716247,0.0027131,0.002104377,0.005974056,0.008383332,0.763888889,0.737132353,0.825159915,0.804395604,0.840336135,0.857278782,0.839175258,0.883629191,0.886981402,0.881057269,0.703125,0.6875,0.784648188,0.769230769,0.801120448,0.825880114,0.794845361,0.854043393,0.848354793,0.838472834,0.000362396,0.000394933,0.000180144,0.000195071,0.000148764,0.000136824,0.00016811,0.000122932,0.000184047,0.000198878,548986,-0.14247796,-0.14657404,0.34077007,0.20132881,0.05366233,0.32666019,32610.357,0.55173999,13.675,0.021352014,0,0,15.87122362,-2.105922,-0.017499972,0.01275078,3523.3062,-0.032480866,0.16173005,1.059793497,0.38201001,0.022949583,0.013523114,0.023216562,-1.958413681,0.43571058,0.002934501,0.294691,0.095124081,0.5294711,2.1918471,-0.83424574,2.0811448,39.157967,40.09523
1400,Fayetteville,NC,North Carolina,0.76497006,0.660561661,0.789548023,0.72965642,0.813700384,0.816740647,0.852118305,0.855769231,0.862068966,0.876080692,0.703218563,0.621896622,0.740583804,0.700271248,0.772727273,0.780596069,0.805755396,0.820512821,0.827586207,0.840057637,7.81071E-05,9.57026E-05,9.04517E-05,9.48876E-05,0.000112433,0.000108602,0.000125111,0.000118006,0.00020501,0.000193603,0.758924432,0.649751244,0.806425041,0.711851278,0.791245791,0.749279539,0.820895522,0.76,0.852941177,0.909090909,0.703755216,0.615422886,0.754530478,0.683965918,0.744107744,0.714697406,0.76119403,0.733333333,0.852941177,0.863636364,9.66545E-05,0.00011775,0.000152565,0.000167433,0.000641116,0.000587623,0.0027131,0.002607408,0.003689192,0.005353118,0.790291262,0.70917226,0.767032967,0.754614549,0.818972332,0.835772358,0.853885135,0.861892583,0.862537764,0.875,0.700970874,0.651006711,0.721978022,0.723127036,0.77944664,0.799186992,0.808277027,0.826086957,0.826283988,0.839285714,0.000407011,0.000508271,0.000220578,0.000217388,0.000135897,0.000130477,0.000130883,0.000122479,0.000216826,0.000200722,644101,-0.27028817,-0.38585928,0.29853547,0.17329334,0.052565884,0.32166311,29959.111,0.4628,11.49,0.016027803,0,1,16.34274369,-5.4835944,0.023846488,0.013972964,2936.9368,-0.099663578,0.20191148,4.161126347,0.30373999,0.030481244,0.037509645,0.046625547,-2.210232197,0.37744546,0.003038343,0.27581125,0.092288896,0.54476655,1.7713346,-0.87127507,1.5629413,38.015747,38.82365
1500,Wilmington,NC,North Carolina,0.774791474,0.687609075,0.80781415,0.758360302,0.825165563,0.800747198,0.841514727,0.88801054,0.857142857,0.874545455,0.727525487,0.648342059,0.758183738,0.727076591,0.778807947,0.764632628,0.795231417,0.85770751,0.808950086,0.829090909,0.000183718,0.000198948,0.000193602,0.000214063,0.000228167,0.000224122,0.000228385,0.000160798,0.000266007,0.000257635,0.78319123,0.671232877,0.808510638,0.727463312,0.786585366,0.781914894,0.847457627,0.80952381,0.6875,0.909090909,0.739342266,0.641552511,0.773694391,0.710691824,0.774390244,0.755319149,0.762711864,0.777777778,0.625,0.909090909,0.000234732,0.000262515,0.000338668,0.000431046,0.001065305,0.000983043,0.0030675,0.002743484,0.014648438,0.003756574,0.748062016,0.740740741,0.806976744,0.791111111,0.835871404,0.806504065,0.840978593,0.895114943,0.861946903,0.873106061,0.689922481,0.67037037,0.739534884,0.744444444,0.780033841,0.767479675,0.798165138,0.864942529,0.814159292,0.825757576,0.000829184,0.000818422,0.000447961,0.000422771,0.000290323,0.00029017,0.000246327,0.00016784,0.000267795,0.000272504,361559,-0.064992391,-0.038732812,0.21038613,0.15476283,0.059699222,0.31749415,35616.594,0.52320999,12.594,0.022232564,0,1,16.10184311,-0.1525012,0.020422185,0.019360602,3723.0442,0.15620619,0.11974178,0.489680787,0.4023,0.032719418,0.017410713,0.028214717,-1.228017088,0.4339928,0.003169971,0.2534681,0.095668778,0.55618638,0.89366794,-0.63036674,0.94967538,39.398056,40.308422
1600,Wilson,NC,North Carolina,0.798403194,0.668952008,0.835800808,0.73388203,0.836697248,0.811934901,0.874734607,0.878151261,0.899441341,0.913612565,0.749500998,0.635651322,0.790040377,0.695473251,0.798165138,0.777576854,0.838641189,0.836134454,0.863128492,0.882198953,0.000187375,0.000226835,0.000223252,0.000290522,0.000295592,0.000312751,0.000287308,0.000287844,0.000329994,0.000272052,0.810227273,0.660313901,0.840996169,0.708582834,0.81875,0.755555556,0.903225807,0.933333333,1,0.944444444,0.759090909,0.628923767,0.79118774,0.674650699,0.80625,0.722222222,0.838709677,0.866666667,1,0.944444444,0.000207809,0.000261635,0.000316494,0.000438118,0.000976318,0.001114541,0.004363734,0.002567901,0,0.002914952,0.713114754,0.728682171,0.823529412,0.789473684,0.844155844,0.839142091,0.872727273,0.872389791,0.896551724,0.912087912,0.680327869,0.682170543,0.787330317,0.74122807,0.794805195,0.804289544,0.838636364,0.832946636,0.859195402,0.879120879,0.001782638,0.001680728,0.000757653,0.000841268,0.00042361,0.000422005,0.000307558,0.000322846,0.00034764,0.000291943,216840,-0.07290186,0.20446467,0.4158873,0.1694319,0.049503662,0.36009496,31548.578,0.51402003,11.255,0.016874354,0,1,15.84303094,-6.2314038,0.035276547,0.023058476,5704.5752,-0.093342319,0.2321969,3.633439798,0.32369,0.013198672,0.015320052,0.035108037,-1.395194976,0.39812303,0.003789312,0.29142499,0.087122098,0.52450234,2.9397585,-0.97469294,1.9915009,41.132576,39.417404
1701,Raleigh,NC,North Carolina,0.784468439,0.632379249,0.829837618,0.73457878,0.832627934,0.823129252,0.877152318,0.883116883,0.882570163,0.9041587,0.735049834,0.598837209,0.782814614,0.701445189,0.789149673,0.789493575,0.829470199,0.853896104,0.8385032,0.867829828,8.08769E-05,0.000107438,5.75155E-05,7.38174E-05,6.40217E-05,6.28093E-05,4.68375E-05,4.05057E-05,3.33372E-05,2.74142E-05,0.79012987,0.615209989,0.829775881,0.713404375,0.829903978,0.8,0.872881356,0.836909871,0.878205128,0.838926175,0.742337662,0.587400681,0.784418357,0.682557487,0.786008231,0.774834437,0.830508475,0.802575107,0.865384615,0.812080537,9.93623E-05,0.000137549,9.02381E-05,0.000121521,0.000230726,0.000231081,0.000596458,0.000680036,0.000746757,0.0010242,0.761904762,0.696202532,0.829944547,0.770398482,0.83368984,0.832363829,0.877514368,0.88689849,0.882744496,0.906567534,0.706004141,0.641350211,0.780036969,0.733396584,0.790374332,0.795346378,0.829382184,0.858096242,0.837429596,0.869888476,0.000429736,0.000485275,0.000158576,0.000185509,8.86004E-05,8.60764E-05,5.08288E-05,4.27703E-05,3.48544E-05,2.80502E-05,1412127,-0.19186886,-0.26211637,0.23015918,0.15934998,0.087259524,0.24953716,40545.809,0.5086,17.761999,0.021557409,0,1,15.9593498,-0.35868791,,0.012038577,5642.4521,0.1345299,0.1412988,2.940955381,0.39820001,0.033361022,0.022660851,0.085195549,-0.401361275,0.39945981,0.002236422,0.21063374,0.085248753,0.54431474,1.0905401,0.30040437,-0.22602464,41.967182,40.237652
1702,Henderson,NC,North Carolina,0.808333333,0.606451613,0.781512605,0.736170213,0.841121495,0.788732394,0.857142857,0.880434783,0.875,0.911111111,0.780555556,0.567741936,0.74789916,0.719148936,0.803738318,0.725352113,0.824175824,0.847826087,0.833333333,0.822222222,0.000475802,0.000791648,0.00079221,0.000859463,0.001474234,0.001402933,0.001592418,0.001402359,0.002893518,0.003248285,0.809061489,0.610236221,0.796052632,0.732954546,0.928571429,0.7,,,,,0.789644013,0.578740158,0.77631579,0.715909091,0.857142857,0.666666667,,,,,0.000537561,0.000959842,0.001142432,0.001155587,0.004373178,0.007407407,,,,,0.803921569,0.589285714,0.755813954,0.745762712,0.810126582,0.8125,0.872093023,0.903614458,0.875,0.904761905,0.725490196,0.517857143,0.697674419,0.728813559,0.784810127,0.741071429,0.837209302,0.86746988,0.833333333,0.80952381,0.003904984,0.004458591,0.002452614,0.003349904,0.002137762,0.001713255,0.001584766,0.001385131,0.002893518,0.00367131,62926,0.13742606,0.035641439,0.49931666,0.094956636,0.032143574,0.3449313,29491.895,0.49630001,12.68,0.01640337,0,1,16.50678617,-10.28387,0.042072129,0.015891682,770,-0.15611692,0.26197675,1.073110901,0.29358,0.01482694,0.019816928,0.030904254,-1.635709538,0.43716428,0.003623304,0.33942384,0.086195752,0.52414024,3.7704306,-1.5609808,3.3089535,41.598213,37.923981
